75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,186,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,42,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,42,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,186,187,0,185,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,186,187,0,0,0,0,185,186,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,62,75,75,75,42,75,75,75,75,186,186,187,0,0,0,0,0,0,0,0,185,186,186,75,75,75,75,75,75,75,75,75,75,42,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,186,186,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,186,186,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,42,75,75,75,75,75,75,75,75,186,186,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,75,75,75,75,75,75,75,42,75,75,75,75,75,75,75,75,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,186,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,179,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,179,0,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,186,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,170,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,75,75,75,75,75,75,75,186,186,186,75,75,179,0,0,0,0,0,0,169,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,170,171,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,186,186,186,186,186,187,0,0,0,177,75,75,171,0,0,0,169,190,186,186,171,0,172,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,76,35,0,0,0,0,78,78,78,78,78,78,0,0,0,0,185,75,75,75,170,170,170,187,0,0,0,185,190,186,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,180,0,0,0,0,172,0,0,0,0,0,0,0,0,0,189,190,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,186,186,186,186,187,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
75,75,75,42,75,75,75,75,75,75,75,75,75,75,75,75,75,171,0,0,0,0,0,0,0,0,0,0,188,0,0,35,0,188,0,0,0,0,188,0,0,0,0,0,0,0,0,0,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,78,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,78,78,78,78,0,0,0,0,0,0,0,0,0,0
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,171,0,0,172,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,62,62,177,170,170,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0,0,76,76,76,76,76,76,0,0,0,0,0,0,0,0,0,0,76,76,76,76,76,76,76,76,76,76,76,0,35,0,76,76,76,76,76,76,76,0,0,0,0,0,0,0,0,0,0
75,75,75,75,75,75,75,75,75,75,75,75,75,75,42,75,75,75,75,170,170,75,186,186,187,76,76,76,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,170,170,170,170,170,170,170,170,170,170,170,170,75,75,171,0,0,169,170,170,170,170,171,0,0,0,0,169,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,171,0,0,169,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,62,62,62,62,62,62,62,62,62,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,177,75,75,75,75,179,0,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,42,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,170,170,170,170,170,170,170,170,171,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,185,186,186,186,186,186,191,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,0,0,0,0,0,0,0,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,179,0,0,0,0,0,0,0,0,0,0,0,0,177,75,75,75,75,75,75,75,75,75,75,75,75,42,75,75,75,179,35,0,177,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
