0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,0,0,0,105,107,107,108,0,0,0,0,0,0,0,0,0
107,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,105,107,63,63,63,63,107,107,107,108,0,0,0,0,0
63,63,107,107,107,107,107,107,107,107,107,107,107,107,164,164,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,107,63,63,63,63,63,63,63,63,63,63,107,108,0,0,0
63,63,63,63,63,63,63,63,63,63,63,63,164,164,164,164,164,164,0,0,0,0,0,0,0,0,0,0,164,0,0,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,0,0,0,0,0,164,63,63,63,63,63,63,63,63,63,63,63,63,63,107,108,0
63,63,63,63,63,63,63,63,63,63,63,164,164,164,164,164,164,164,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,0,0,0,0,0,0,0,0,35,0,164,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,107
63,63,63,63,63,63,63,63,63,63,164,164,164,164,164,164,164,164,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,35,0,35,161,161,0,0,0,0,0,0,0,0,164,164,164,63,63,63,63,63,63,63,63,55,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,164,164,164,164,164,63,63,63,164,0,0,0,0,0,0,0,62,0,39,0,35,125,0,0,0,0,0,0,0,0,0,0,0,161,161,0,0,0,0,0,0,0,0,0,0,126,63,63,63,55,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,164,164,164,164,63,63,63,63,164,0,0,0,0,0,0,0,62,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,161,161,0,0,0,0,0,0,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,164,164,164,164,63,63,63,63,63,164,0,0,0,0,0,0,0,105,106,106,108,35,125,0,0,0,0,0,0,0,0,0,76,0,161,161,0,0,0,0,0,163,163,0,0,0,126,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,55,63,63,63,63,63,164,164,164,164,63,63,63,63,63,164,76,0,0,0,0,0,0,113,115,115,115,106,115,108,0,0,0,0,0,0,109,119,119,119,161,161,0,0,0,0,0,0,0,0,0,0,126,63,63,47,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,164,164,63,63,63,63,63,63,63,63,63,108,77,0,0,0,0,38,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,161,161,0,0,36,0,0,0,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,164,164,63,63,63,63,63,63,63,63,63,63,63,108,0,0,0,0,0,0,0,0,0,0,0,126,0,76,76,0,0,0,0,0,0,0,161,161,110,110,117,0,0,0,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
