0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,107,107,107,107,107,107,107,107,107,107,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
63,63,63,63,63,63,63,63,63,63,63,63,107,107,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,115,115,115,115,115,115,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,115,115,115,115,115,115,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,78,126,63,63,63,63,63,63,63,63,63,63
63,63,63,55,63,63,63,63,116,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,35,0,0,0,0,126,63,63,63,55,63,63,63,63,63,63
63,63,63,71,63,63,63,125,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,119,117,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,35,126,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,47,63,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,126,63,63,63,63,63,63,47,63,63,63
63,63,71,63,63,63,63,133,0,0,109,110,110,108,0,0,0,0,109,108,0,0,0,0,0,0,62,0,36,0,46,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,133,0,0,0,0,0,125,0,0,0,0,0,126,0,0,0,0,0,0,62,0,54,0,46,0,0,0,0,0,0,62,35,0,0,0,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,108,0,0,35,35,126,117,0,0,0,0,126,0,0,0,0,0,30,62,35,54,35,46,30,0,0,0,0,0,62,30,0,0,0,105,107,107,107,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,107,107,107,107,125,0,0,0,0,0,126,108,0,0,0,0,0,62,0,54,0,46,0,30,0,0,0,0,62,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,125,0,0,0,0,109,115,115,108,0,0,0,0,62,35,54,35,46,0,0,0,0,0,30,62,0,0,0,30,134,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,71,63,63,63,63,47,63,63,63,63,125,0,0,0,0,0,0,0,125,0,0,0,46,62,35,54,35,46,0,0,0,0,0,0,62,0,0,0,0,134,63,63,71,63,63,63,55,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,115,115,115,117,30,0,0,0,0,0,125,0,0,0,0,62,0,54,0,46,0,0,0,30,0,0,62,30,0,0,0,126,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,116,0,0,0,0,0,30,30,0,0,0,125,30,0,0,0,62,0,54,0,46,0,0,0,0,0,0,62,0,0,0,0,134,63,63,63,63,63,63,63,63,63,63,47,63,63,63
63,63,63,63,63,63,63,63,63,133,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,35,62,0,54,0,46,30,0,0,0,0,0,62,0,0,0,30,126,63,63,63,63,63,63,63,63,63,63,63,47,63,63
63,63,63,63,63,63,63,63,63,125,0,0,0,0,0,0,0,0,0,0,35,125,0,0,0,30,62,0,54,0,46,0,0,35,0,0,0,62,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,125,0,0,0,0,0,0,0,0,0,0,63,125,35,0,0,0,62,0,54,0,46,0,0,30,0,0,0,62,30,0,0,0,134,63,63,63,55,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,133,0,0,0,0,0,0,0,0,0,35,63,125,30,0,0,0,62,0,54,0,46,0,0,0,0,0,35,62,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,55,63,63,63,63,133,0,0,0,30,30,0,0,0,109,115,115,116,0,0,0,0,62,0,54,0,46,0,0,0,0,0,30,62,0,0,0,30,126,63,63,63,63,63,63,63,63,71,63,63,63,63,63
63,63,63,63,71,63,63,63,63,125,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,54,0,46,0,0,0,0,0,0,62,0,0,0,0,134,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,54,0,46,0,0,0,0,0,0,62,30,0,0,0,126,63,63,63,63,63,63,47,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,134,63,63,63,63,63,63,63,63,63,63,55,63,63,63
63,63,63,63,63,63,63,63,47,63,63,108,0,0,0,0,109,117,0,0,0,0,0,0,0,0,0,38,0,0,39,0,0,0,0,0,0,0,0,0,30,30,134,63,63,47,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,125,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,126,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,47,63,63,63,63,63,63,63,63,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,55,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,55,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,47,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,47,63,63,63,63,63,63,63,63,63,63,47,63,63,63,63,63,63,63,63,63,63,71,63,63,63,63,63,63,63,63,55,63,63,63,63,63,63,63,47,63,63,63,63,63,63,63,63,63,63,63,63
63,71,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,71,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,71,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,55,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
