0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56
64,65,56,64,0,0,0,0,64,64,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56,56
64,65,64,64,64,0,0,64,64,64,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56,56,56
64,65,64,64,64,64,64,64,64,64,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,56,56,56,56
64,65,64,64,64,64,64,64,64,64,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,56,56,64,64,64,56,64
64,64,64,64,64,64,64,64,64,64,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,64,64,64,64,64,64,64
64,64,64,64,64,64,64,64,64,64,57,57,38,0,0,0,0,0,0,0,0,0,0,0,79,56,56,64,64,64,64,64,64,64
64,64,64,64,64,64,64,64,64,64,64,8,0,0,0,0,0,0,0,0,0,0,0,0,79,9,56,64,64,64,64,64,64,64
64,65,56,64,64,64,65,56,64,64,64,57,9,0,0,35,0,0,0,0,0,0,0,0,0,9,9,64,64,64,64,64,64,64
64,65,64,64,64,64,65,64,64,64,64,57,57,8,9,0,35,35,0,0,0,0,0,0,0,9,64,64,64,64,64,65,56,64
64,65,64,64,64,64,65,64,64,64,64,65,65,65,8,9,0,0,0,0,0,0,0,0,0,9,64,64,64,64,64,65,64,64
64,65,64,64,64,64,65,64,64,64,64,65,65,65,57,9,8,8,76,0,0,0,0,0,35,8,64,64,64,64,64,65,64,64
64,64,64,64,64,64,64,64,64,64,64,56,65,65,65,57,65,65,65,0,0,0,0,35,0,56,64,64,64,64,64,65,64,64
64,64,64,64,64,64,64,64,64,64,64,56,56,65,65,57,65,65,65,0,0,0,35,0,56,56,64,64,64,65,64,64,64,64
64,64,64,64,64,64,56,64,64,64,64,56,56,57,57,65,57,57,65,0,0,0,0,56,56,64,64,64,64,64,64,65,56,64
64,65,56,64,64,64,64,64,64,64,56,56,56,57,57,57,65,65,65,0,0,0,56,56,64,64,64,64,64,64,64,65,64,64
64,65,64,64,64,64,64,64,64,64,56,56,57,57,65,65,78,78,0,0,0,36,56,64,64,64,64,64,64,64,64,65,64,64
64,65,64,64,64,64,64,64,64,64,56,56,65,65,65,0,0,0,0,0,0,56,64,64,64,64,64,64,64,64,64,65,64,64
64,65,64,64,64,64,64,64,64,64,65,65,65,35,0,0,0,0,0,0,56,56,64,64,64,64,64,64,64,64,64,64,64,64
64,64,64,64,64,64,64,64,64,64,65,65,64,0,0,0,0,0,0,0,56,64,64,64,64,64,64,64,64,65,56,64,64,64
64,64,64,64,64,64,64,64,64,64,64,64,64,65,0,35,0,0,0,56,56,64,64,64,64,64,64,64,64,65,64,64,64,64
64,64,64,65,56,64,64,64,64,64,64,64,64,64,65,65,0,0,0,56,56,64,64,64,64,64,64,64,64,65,64,64,64,64
64,64,64,65,64,64,64,64,64,64,64,64,64,64,65,65,65,35,0,0,56,56,64,64,64,64,64,64,64,65,64,64,64,64
64,64,64,65,64,64,64,64,64,65,56,64,64,64,64,64,65,0,0,0,0,56,56,64,64,64,64,64,64,64,64,64,64,64
64,64,64,65,64,64,64,64,64,65,64,64,64,64,64,64,65,57,0,0,0,0,56,56,64,64,64,64,64,64,64,64,64,64
64,64,64,64,64,64,64,64,64,65,64,64,64,64,64,64,64,57,57,0,0,0,0,78,56,56,64,64,64,64,64,64,64,64
64,64,64,64,64,64,64,64,64,65,64,64,64,64,64,64,65,57,57,36,0,0,0,0,0,56,64,64,64,64,64,64,64,64
64,64,64,56,64,64,64,64,64,64,64,64,64,64,64,64,65,57,57,57,57,0,0,0,0,56,64,64,65,56,64,64,64,64
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,0,0,78,78,0,0,0,0,35,56,64,64,65,64,64,64,64,64
64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,0,0,0,0,0,0,35,0,0,56,64,64,65,64,64,64,64,64
64,64,64,64,64,64,64,64,64,64,56,56,56,57,65,35,0,0,0,0,35,0,0,56,56,56,64,64,65,64,64,64,64,64
64,64,64,64,64,64,65,56,64,64,56,56,56,57,65,0,0,0,0,0,0,0,56,56,64,64,64,64,65,64,64,64,64,64
64,64,64,64,64,64,65,64,64,64,56,56,56,57,64,65,0,0,0,0,0,56,56,64,64,64,64,64,64,56,64,64,64,64
64,64,64,64,64,64,65,64,64,64,64,64,56,57,64,65,0,0,0,0,76,56,64,64,64,64,0,0,64,64,64,64,65,65
64,64,65,56,64,64,65,64,64,64,64,64,64,56,57,65,36,0,0,0,56,64,64,64,64,0,0,0,0,0,64,64,64,65
64,64,64,64,64,64,64,64,64,64,64,64,64,56,57,64,65,0,0,0,56,64,64,0,0,0,0,0,0,0,0,64,64,64
64,64,64,64,64,65,56,64,64,64,64,64,64,64,57,57,64,35,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,64
64,64,64,64,64,65,64,64,64,64,64,64,64,64,56,57,64,65,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,64
64,64,64,64,64,65,64,64,64,64,64,64,64,64,56,57,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
64,64,64,64,64,65,64,64,64,64,64,64,64,64,64,57,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,64
64,64,64,64,64,64,64,64,64,64,64,64,64,56,64,64,64,64,65,65,0,35,35,0,0,0,0,0,0,0,0,0,0,64
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,0,0,0,0,0,0,0,0,0,0,0,0,64
64,64,64,64,64,56,64,64,64,64,56,56,56,56,64,64,64,64,64,64,64,65,65,0,0,0,0,0,0,0,0,0,0,64
64,64,64,64,64,64,64,64,64,64,56,56,56,56,56,64,64,64,64,64,64,64,65,65,35,0,0,0,0,0,0,0,0,64
64,64,64,64,64,64,64,64,64,64,57,57,57,57,56,64,64,64,64,64,64,64,65,65,65,0,0,0,0,0,0,0,0,64
64,64,64,64,64,64,64,64,64,64,57,57,57,57,57,56,64,64,64,64,64,64,64,65,65,65,35,0,0,0,0,0,0,64
64,64,64,64,64,64,64,64,64,65,57,57,57,57,57,56,56,56,64,64,64,64,64,64,65,65,0,35,0,0,0,39,0,64
64,64,64,64,64,64,64,64,64,65,57,57,57,57,57,57,57,56,56,56,64,64,64,64,64,64,65,0,0,0,0,0,0,64
