0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,165,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,162,162,162,162,162,162,162,162,162,162,162,0,0,0,0,0,0,0,0,0,162,0,162,0,162,0,0,0
0,0,165,165,165,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,163,162,162,162,162,162,162,162,162,162,162,162,162,162,162,0,0,0,0,0,0,0,162,0,162,0,162,0,0
0,165,165,165,165,165,165,165,165,165,165,0,0,0,0,0,0,0,0,0,162,162,162,163,163,163,163,163,163,163,163,163,163,163,163,163,163,162,162,162,162,0,0,0,0,0,162,0,162,0,162,0
0,165,165,160,160,160,160,160,160,160,160,0,0,0,0,0,0,0,0,162,162,0,0,163,163,165,165,165,165,165,165,165,165,165,165,165,165,165,0,162,162,162,0,0,0,0,0,165,0,165,0,165
0,165,165,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,163,165,165,0,0,0,0,78,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,165,0
0,161,161,160,160,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,165,0,165
0,161,161,160,160,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,35,0,0,0,0,35,35,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,165,0,165,0
0,161,161,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,165,0,0
0,161,161,160,160,0,0,0,0,0,0,0,0,35,35,35,0,0,0,0,0,0,0,0,165,165,0,0,0,0,76,76,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,165,76,0
0,161,161,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,161,161,161,0,0,0,76,165,165,165,76
0,161,161,160,160,160,0,0,0,0,0,164,164,164,164,164,164,164,164,164,164,164,164,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,164,164,164
0,161,161,160,160,0,0,0,0,0,0,163,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,163,163,163
0,161,161,160,160,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,161,160,160,160,0,0,0,0,0,163,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,163,163,163,163
0,161,161,160,160,0,0,0,0,0,0,162,162,162,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,162,162,162
0,161,161,160,160,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,161,160,160,160,0,0,0,0,0,162,162,162,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,162,162,162
0,161,161,160,160,0,0,0,0,0,0,161,161,161,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,161,161,161
0,161,161,160,160,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,161,160,160,160,0,0,0,0,0,161,161,161,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,161,161,161
0,161,161,160,160,0,0,0,0,0,0,160,160,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,160,160,160
0,161,161,160,160,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,161,161,160,160,160,0,0,0,0,0,160,160,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,160,160,160
0,161,161,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161,0,160
0,161,161,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,163,163,163,162,162,162,162,162,163,163,163,163,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161,161
0,161,161,160,160,160,0,0,0,0,0,0,0,0,0,0,0,161,162,162,163,0,163,0,162,0,162,0,163,163,0,163,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161,0,161
0,161,161,160,160,0,0,0,0,161,161,161,161,161,161,161,165,165,161,0,162,162,162,162,162,162,162,162,162,162,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161,161
0,161,161,160,160,0,0,0,0,161,161,161,161,161,161,161,165,165,0,0,78,78,78,78,78,78,78,78,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161,0,161
0,161,161,160,160,160,0,0,0,161,161,161,161,161,161,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161,161
0,161,161,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,161,0,161
0,161,161,160,160,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,76,0,0,76,0,0,0,76,0,0,76,0,0,0,0,35,0,35,0,0,35,0,35,0,0,35,0,0,161,0,161,161
161,161,161,161,160,160,165,165,160,160,160,160,160,160,165,165,165,160,160,160,160,0,0,165,165,165,165,165,0,0,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
161,161,161,161,160,165,165,165,165,165,165,165,165,165,165,165,165,165,165,160,162,0,0,0,0,0,0,0,0,0,162,165,0,165,0,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,163,164,164,163,163,163,163,163,162,162,162,162,165,160,162,0,0,0,0,0,0,0,0,0,162,0,165,0,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,165,164,164,163,163,162,162,162,162,162,0,0,165,160,162,0,0,0,0,0,0,0,0,0,162,165,0,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,165,164,164,163,163,163,0,162,162,162,0,0,165,160,162,76,76,76,76,76,76,76,76,76,162,0,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,165,164,164,163,163,163,0,0,162,162,0,0,165,160,162,165,165,165,165,165,165,165,165,165,162,165,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,165,164,164,163,163,163,0,0,162,162,0,0,165,160,162,77,0,79,164,0,164,0,164,0,162,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,165,164,164,163,163,163,0,0,162,162,0,0,165,160,162,77,0,79,164,164,0,164,0,164,162,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,165,164,164,163,163,163,0,0,162,162,0,0,165,160,162,0,0,0,0,0,165,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,165,164,164,163,163,163,0,0,162,162,0,0,165,160,162,0,0,0,0,165,0,165,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,0,164,164,163,163,163,0,0,0,162,0,0,165,160,162,0,0,0,165,0,165,0,165,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,160,165,0,164,164,163,163,163,0,0,0,162,0,0,165,0,162,0,0,165,0,165,0,165,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,161,0,165,0,164,164,163,163,163,0,0,0,162,162,0,165,0,162,76,165,0,0,0,165,0,0,165,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,164,0,164,163,163,0,0,0,0,162,0,165,0,162,164,164,77,0,79,164,164,0,164,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,164,0,0,164,163,163,0,0,0,162,0,165,0,162,164,164,77,0,79,164,0,164,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,164,0,0,164,163,0,163,0,0,162,0,165,0,162,164,164,77,0,79,164,164,0,164,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,164,0,0,164,163,163,163,0,0,162,0,165,0,162,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,164,0,0,164,0,163,163,0,0,162,0,0,0,162,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,164,164,0,164,0,163,0,163,0,162,0,0,0,162,0,0,0,0,0,35,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,164,0,163,0,163,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,164,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
