0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,49,49,0,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
0,0,0,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,55,0,0,0
0,0,48,48,48,49,0,0,0,86,86,0,0,0,0,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0
0,48,48,48,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,63,0,0
0,48,48,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,0,0,0,0,0,48,49,48,49,0,0,0,0,0,0,48,49,48,49,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,63,71,0,0
48,48,48,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,63,55,63,0
48,48,48,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,47,71,71,55
48,48,48,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,78,0,0,0,0,0,0,0,0,0,0,0,0,76,0,35,0,0,0,0,0,0,0,36,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,71,63,47,55
48,48,48,48,49,49,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,48,48,49,48,49,48,49,49,49,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,47,63,63,55
48,48,48,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,63,63,47,47,71
48,48,48,48,49,77,0,0,0,0,0,0,0,0,48,49,48,49,0,0,0,0,0,0,0,48,49,49,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,49,55,63,71,63,55
48,48,48,48,49,77,0,0,0,0,0,0,0,0,49,49,49,49,48,0,0,0,0,0,35,48,49,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,76,49,63,63,55,63,71
48,48,48,48,49,49,77,0,0,0,0,0,0,0,0,49,49,49,48,76,76,0,0,36,0,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,0,0,0,0,76,49,49,63,71,63,56,56
48,48,48,48,49,49,77,0,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,49,49,49,49,0,0,0,76,49,49,49,55,56,56,56,56
48,48,48,48,49,49,49,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,49,49,49,49,0,76,76,49,49,49,56,56,56,56,56,56
48,48,48,48,49,49,49,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,62,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,49,49,49,49,49,76,49,49,56,56,56,56,56,56,56,56,56
75,75,48,48,49,49,49,77,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,48,49,48,49,49,49,49,49,56,56,56,56,56,56,56,56,56,56,56,56
75,75,48,48,49,49,49,77,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,46,54,62,62,0,0,0,0,0,0,0,35,48,49,49,48,49,49,49,56,56,56,56,56,56,56,56,56,56,56,56,56,56
75,75,48,48,49,49,49,77,0,0,0,0,0,0,76,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48,0,48,49,49,49,48,49,49,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
75,75,75,75,56,56,49,49,77,0,0,0,0,0,48,48,48,48,48,48,48,48,0,0,62,62,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,48,49,49,49,48,49,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
75,75,75,75,56,56,49,49,77,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,48,0,48,49,49,49,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
75,75,75,75,56,56,56,49,49,76,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,49,48,0,48,49,49,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
75,75,75,75,75,56,56,56,49,49,76,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,49,49,48,0,48,49,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,75,75,75,75,75,56,56,49,49,49,76,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,49,49,49,48,0,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,75,75,75,56,75,56,56,56,49,49,49,76,76,48,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48,49,49,49,48,0,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,75,75,75,75,56,56,56,56,49,49,49,49,48,48,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,48,49,49,49,49,48,0,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,75,75,75,75,56,56,56,56,56,56,56,56,48,48,48,0,48,0,0,0,0,0,36,0,0,48,0,0,48,0,0,48,0,0,0,0,48,48,49,56,56,56,49,48,0,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,0,75,75,56,75,75,56,56,56,75,56,56,48,48,48,0,48,0,0,48,0,0,48,0,0,48,48,0,48,0,0,48,0,0,0,0,48,49,56,56,56,56,56,48,76,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,0,75,75,75,56,56,75,56,56,56,56,56,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,56,56,56,56,56,56,56,48,48,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,0,0,75,75,56,56,56,75,75,56,56,56,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,0,0,75,75,56,75,56,56,75,75,56,56,56,56,56,75,75,75,56,56,75,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,0,0,56,75,56,56,75,75,56,75,75,75,56,56,56,56,56,56,75,56,56,56,56,56,56,56,56,56,56,75,75,75,75,75,75,56,75,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,0,0,56,75,75,56,75,56,75,56,75,75,75,56,56,56,56,56,56,56,56,56,56,56,75,56,56,56,75,75,75,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,0,0,56,56,56,56,56,56,56,56,56,56,75,75,75,56,56,56,75,75,56,56,75,75,56,56,56,56,75,75,75,75,75,56,56,75,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
